CustomerID,TotalSpent,TotalOrders,TotalQuantity,LastPurchase,FirstPurchase,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13052,348.15000000000003,1,222,2011-05-11 14:12:00,2011-05-11 14:12:00,211,1,348.15000000000003,1,1,2,4,Lost
13055,1214.41,3,894,2011-09-22 14:26:00,2011-05-10 08:58:00,77,3,1214.41,2,3,4,9,Potential Loyal
13058,271.40000000000003,3,52,2011-11-15 12:43:00,2011-07-11 12:01:00,24,3,271.40000000000003,4,3,2,9,Potential Loyal
13059,183.4,1,35,2011-04-04 10:40:00,2011-04-04 10:40:00,249,1,183.4,1,1,1,3,Lost
13060,307.53,1,123,2011-03-31 11:37:00,2011-03-31 11:37:00,253,1,307.53,1,1,2,4,Lost
13061,248.61,1,107,2011-09-28 16:04:00,2011-09-28 16:04:00,71,1,248.61,3,1,1,5,At Risk
13062,346.98,1,343,2011-06-01 15:12:00,2011-06-01 15:12:00,190,1,346.98,1,1,2,4,Lost
13064,1105.59,4,514,2011-11-27 12:31:00,2011-01-16 13:41:00,12,4,1105.59,5,4,4,13,VIP
13065,205.86,1,74,2010-12-01 16:52:00,2010-12-01 16:52:00,372,1,205.86,1,1,1,3,Lost
13066,470.8,2,322,2011-11-15 12:57:00,2011-11-07 17:06:00,23,2,470.8,4,2,2,8,Potential Loyal
13067,115.46000000000001,1,32,2011-09-18 13:38:00,2011-09-18 13:38:00,81,1,115.46000000000001,2,1,1,4,Lost
13068,344.0,2,200,2011-11-29 15:00:00,2011-01-24 08:20:00,9,2,344.0,5,2,2,9,Potential Loyal
13069,4431.44,24,5873,2011-12-09 08:39:00,2010-12-05 11:02:00,0,24,4431.44,5,5,5,15,VIP
13070,228.8,1,110,2011-05-31 13:45:00,2011-05-31 13:45:00,191,1,228.8,1,1,1,3,Lost
13072,177.15,1,69,2011-03-18 08:12:00,2011-03-18 08:12:00,266,1,177.15,1,1,1,3,Lost
13075,919.61,1,485,2011-08-02 10:19:00,2011-08-02 10:19:00,129,1,919.61,2,1,3,6,At Risk
13077,728.02,4,862,2011-12-08 19:24:00,2010-12-08 14:59:00,0,4,728.02,5,4,3,12,Loyal
13078,12627.94,26,5630,2011-12-06 15:36:00,2010-12-08 09:07:00,2,26,12627.94,5,5,5,15,VIP
13079,220.10000000000002,5,62,2011-12-05 16:53:00,2011-07-22 14:41:00,3,5,220.10000000000002,5,4,1,10,Loyal
13080,58.08,1,120,2011-06-13 14:59:00,2011-06-13 14:59:00,178,1,58.08,2,1,1,4,Lost
13081,28337.38,11,19068,2011-11-28 10:54:00,2010-12-03 17:20:00,11,11,28337.38,5,5,5,15,VIP
13082,3613.63,9,4324,2011-08-05 16:16:00,2011-01-05 15:42:00,125,9,3613.63,2,5,5,12,Loyal
13083,303.75,2,187,2011-12-05 15:01:00,2011-09-25 10:46:00,3,2,303.75,5,2,2,9,Potential Loyal
13085,416.08000000000004,2,216,2011-07-05 12:11:00,2011-02-17 13:57:00,157,2,416.08000000000004,2,2,2,6,At Risk
13089,58762.08,97,31025,2011-12-07 09:02:00,2010-12-05 10:27:00,2,97,58762.08,5,5,5,15,VIP
13090,8910.82,14,2263,2011-12-01 12:39:00,2010-12-02 07:48:00,8,14,8910.82,5,5,5,15,VIP
13091,345.82,1,466,2011-11-11 15:54:00,2011-11-11 15:54:00,27,1,345.82,4,1,2,7,Potential Loyal
13092,477.83,5,279,2011-09-30 11:18:00,2010-12-15 12:27:00,70,5,477.83,3,4,2,9,Potential Loyal
13093,7832.47,8,3961,2011-03-09 12:14:00,2010-12-01 15:00:00,275,8,7832.47,1,5,5,11,Loyal
13094,1927.3200000000002,12,1716,2011-11-18 14:07:00,2010-12-06 10:34:00,20,12,1927.3200000000002,4,5,4,13,VIP
13095,74.39999999999999,1,144,2011-09-30 12:03:00,2011-09-30 12:03:00,70,1,74.39999999999999,3,1,1,5,At Risk
13097,6003.22,10,2360,2011-11-07 10:43:00,2010-12-14 15:13:00,32,10,6003.22,4,5,5,14,VIP
13098,28882.44,28,15968,2011-12-08 14:14:00,2011-01-26 13:46:00,0,28,28882.44,5,5,5,15,VIP
13099,207.35999999999999,1,288,2011-09-01 17:40:00,2011-09-01 17:40:00,98,1,207.35999999999999,2,1,1,4,Lost
13101,101.19,1,113,2011-04-19 14:37:00,2011-04-19 14:37:00,233,1,101.19,1,1,1,3,Lost
13102,6424.09,24,4204,2011-12-08 12:52:00,2010-12-09 13:38:00,0,24,6424.09,5,5,5,15,VIP
13103,243.94,1,82,2011-10-31 09:38:00,2011-10-31 09:38:00,39,1,243.94,3,1,1,5,At Risk
13104,1098.48,6,504,2011-12-06 13:10:00,2010-12-20 11:58:00,2,6,1098.48,5,5,4,14,VIP
13106,76.5,1,18,2011-07-29 15:12:00,2011-07-29 15:12:00,132,1,76.5,2,1,1,4,Lost
13107,1531.6200000000001,4,1293,2011-10-26 14:52:00,2011-01-10 12:28:00,43,4,1531.6200000000001,3,4,4,11,Loyal
13108,350.06,1,298,2010-12-02 10:35:00,2010-12-02 10:35:00,372,1,350.06,1,1,2,4,Lost
13109,786.54,2,520,2011-10-11 10:16:00,2011-07-05 14:56:00,59,2,786.54,3,2,3,8,Potential Loyal
13110,1488.67,7,388,2011-11-08 14:30:00,2011-02-01 15:24:00,30,7,1488.67,4,5,4,13,VIP
13113,12245.960000000001,24,3045,2011-12-09 12:49:00,2010-12-08 13:21:00,0,24,12245.960000000001,5,5,5,15,VIP
13115,2294.78,4,1567,2011-11-28 12:38:00,2011-06-08 16:15:00,11,4,2294.78,5,4,5,14,VIP
13116,501.14,1,291,2011-07-24 14:33:00,2011-07-24 14:33:00,137,1,501.14,2,1,3,6,At Risk
13117,984.91,8,945,2011-11-18 12:02:00,2010-12-02 13:11:00,21,8,984.91,4,5,4,13,VIP
13118,1197.81,5,410,2011-11-20 12:46:00,2011-02-24 12:32:00,19,5,1197.81,4,4,4,12,Loyal
13120,30.599999999999998,1,12,2011-04-15 10:19:00,2011-04-15 10:19:00,238,1,30.599999999999998,1,1,1,3,Lost
13121,283.73,1,252,2011-03-15 16:47:00,2011-03-15 16:47:00,268,1,283.73,1,1,2,4,Lost
13122,922.39,2,585,2011-09-06 15:53:00,2011-04-13 14:12:00,93,2,922.39,2,2,3,7,Potential Loyal
13124,3756.33,3,2119,2011-09-11 12:45:00,2010-12-15 15:00:00,89,3,3756.33,2,3,5,10,Loyal
13126,2099.64,8,2143,2011-12-05 10:00:00,2010-12-08 11:42:00,4,8,2099.64,5,5,5,15,VIP
13127,259.17,1,127,2011-09-23 10:26:00,2011-09-23 10:26:00,77,1,259.17,2,1,2,5,At Risk
13130,64.0,1,32,2011-09-06 15:30:00,2011-09-06 15:30:00,93,1,64.0,2,1,1,4,Lost
13131,1073.3,3,447,2011-11-16 13:21:00,2011-06-05 10:54:00,22,3,1073.3,4,3,4,11,Loyal
13132,77.3,1,20,2011-03-23 12:44:00,2011-03-23 12:44:00,261,1,77.3,1,1,1,3,Lost
13133,109.8,2,32,2011-03-11 10:31:00,2011-02-08 15:48:00,273,2,109.8,1,2,1,4,Lost
13134,1793.58,4,1059,2011-09-15 10:35:00,2011-04-13 12:57:00,85,4,1793.58,2,4,4,10,Loyal
13135,3096.0,1,4300,2011-05-27 10:52:00,2011-05-27 10:52:00,196,1,3096.0,1,1,5,7,Potential Loyal
13136,2607.61,5,1328,2011-10-14 13:41:00,2011-05-11 12:47:00,55,5,2607.61,3,4,5,12,Loyal
13137,3603.29,8,2204,2011-11-29 12:09:00,2011-02-04 11:54:00,10,8,3603.29,5,5,5,15,VIP
13138,962.39,6,473,2011-11-17 16:51:00,2010-12-02 15:03:00,21,6,962.39,4,5,4,13,VIP
13139,5064.94,7,2425,2011-11-23 13:54:00,2011-03-25 11:57:00,15,7,5064.94,4,5,5,14,VIP
13140,422.47,3,185,2011-08-23 15:33:00,2010-12-08 15:12:00,107,3,422.47,2,3,2,7,Potential Loyal
13141,2388.75,5,1548,2011-09-16 09:54:00,2011-01-28 13:04:00,84,5,2388.75,2,4,5,11,Loyal
13142,307.09,1,258,2011-11-20 16:07:00,2011-11-20 16:07:00,18,1,307.09,4,1,2,7,Potential Loyal
13144,110.95,1,21,2011-01-11 11:15:00,2011-01-11 11:15:00,332,1,110.95,1,1,1,3,Lost
13145,618.52,4,145,2011-10-31 12:45:00,2010-12-02 18:06:00,39,4,618.52,3,4,3,10,Loyal
13146,228.91,1,154,2011-11-13 15:29:00,2011-11-13 15:29:00,25,1,228.91,4,1,1,6,At Risk
13147,712.8000000000001,4,144,2011-11-29 13:59:00,2011-09-01 12:28:00,9,4,712.8000000000001,5,4,3,12,Loyal
13148,3683.26,12,1965,2011-11-10 15:23:00,2010-12-10 13:06:00,28,12,3683.26,4,5,5,14,VIP
13149,1676.06,4,1280,2011-11-25 13:09:00,2011-02-23 13:57:00,13,4,1676.06,4,4,4,12,Loyal
13151,1257.8700000000001,1,363,2011-02-17 12:29:00,2011-02-17 12:29:00,295,1,1257.8700000000001,1,1,4,6,At Risk
13153,486.22,1,418,2011-12-04 12:14:00,2011-12-04 12:14:00,5,1,486.22,5,1,2,8,Potential Loyal
13155,971.76,4,497,2011-11-06 15:41:00,2010-12-06 12:44:00,32,4,971.76,4,4,4,12,Loyal
13157,1741.22,4,1439,2011-10-21 13:50:00,2011-02-14 14:03:00,48,4,1741.22,3,4,4,11,Loyal
13158,1201.06,4,784,2011-09-06 11:58:00,2011-01-25 09:58:00,94,4,1201.06,2,4,4,10,Loyal
13159,1429.35,4,1058,2011-12-01 11:20:00,2011-08-16 11:44:00,8,4,1429.35,5,4,4,13,VIP
13160,91.8,1,56,2011-11-17 13:07:00,2011-11-17 13:07:00,21,1,91.8,4,1,1,6,At Risk
13161,112.75,1,29,2011-01-30 14:03:00,2011-01-30 14:03:00,312,1,112.75,1,1,1,3,Lost
13162,1688.29,4,1713,2011-08-09 15:59:00,2011-01-09 10:43:00,121,4,1688.29,2,4,4,10,Loyal
13165,1021.48,2,1376,2011-10-24 15:05:00,2010-12-23 14:06:00,45,2,1021.48,3,2,4,9,Potential Loyal
13166,417.2,1,216,2011-03-01 15:16:00,2011-03-01 15:16:00,282,1,417.2,1,1,2,4,Lost
13167,791.33,4,785,2011-11-21 12:24:00,2011-07-19 12:13:00,18,4,791.33,4,4,3,11,Loyal
13168,1299.59,4,670,2011-11-03 12:56:00,2011-01-25 13:55:00,35,4,1299.59,3,4,4,11,Loyal
13169,712.88,2,272,2011-10-07 12:11:00,2011-04-01 14:24:00,63,2,712.88,3,2,3,8,Potential Loyal
13170,108.81,1,141,2011-11-13 12:19:00,2011-11-13 12:19:00,26,1,108.81,4,1,1,6,At Risk
13171,468.41,3,229,2011-11-18 10:27:00,2011-02-13 14:16:00,21,3,468.41,4,3,2,9,Potential Loyal
13173,353.65,2,277,2011-12-05 15:51:00,2010-12-07 14:30:00,3,2,353.65,5,2,2,9,Potential Loyal
13174,2742.82,3,1352,2011-11-23 14:35:00,2010-12-05 16:24:00,15,3,2742.82,4,3,5,12,Loyal
13176,481.49,1,448,2011-10-24 15:43:00,2011-10-24 15:43:00,45,1,481.49,3,1,2,6,At Risk
13177,282.45,1,91,2011-10-06 09:56:00,2011-10-06 09:56:00,64,1,282.45,3,1,2,6,At Risk
13178,5725.47,11,3570,2011-11-13 16:14:00,2010-12-14 12:22:00,25,11,5725.47,4,5,5,14,VIP
13182,121.18,1,201,2011-10-25 13:46:00,2011-10-25 13:46:00,44,1,121.18,3,1,1,5,At Risk
13183,3957.78,9,2208,2011-12-02 10:30:00,2011-01-09 10:50:00,7,9,3957.78,5,5,5,15,VIP
13184,1668.95,10,1662,2011-11-25 12:02:00,2011-02-22 17:25:00,14,10,1668.95,4,5,4,13,VIP
13185,71.4,1,12,2011-03-17 11:56:00,2011-03-17 11:56:00,267,1,71.4,1,1,1,3,Lost
13186,1575.89,3,820,2011-10-31 11:40:00,2011-08-03 09:09:00,39,3,1575.89,3,3,4,10,Loyal
13187,236.02,1,95,2011-01-06 18:57:00,2011-01-06 18:57:00,336,1,236.02,1,1,1,3,Lost
13188,114.60000000000001,1,25,2011-11-28 15:28:00,2011-11-28 15:28:00,10,1,114.60000000000001,5,1,1,7,Potential Loyal
13189,260.68,2,842,2011-11-21 10:39:00,2011-08-16 13:12:00,18,2,260.68,4,2,2,8,Potential Loyal
13192,911.94,2,595,2011-09-05 14:13:00,2011-05-18 14:57:00,94,2,911.94,2,2,3,7,Potential Loyal
13193,112.08,1,46,2011-10-09 14:30:00,2011-10-09 14:30:00,60,1,112.08,3,1,1,5,At Risk
13194,60.7,1,26,2011-07-27 09:01:00,2011-07-27 09:01:00,135,1,60.7,2,1,1,4,Lost
13196,1797.78,4,1224,2011-11-28 13:54:00,2011-03-22 14:24:00,10,4,1797.78,5,4,4,13,VIP
13198,3401.2400000000002,6,2648,2011-11-29 15:17:00,2010-12-13 09:29:00,9,6,3401.2400000000002,5,5,5,15,VIP
13199,9817.12,38,6176,2011-12-06 12:30:00,2010-12-08 10:51:00,3,38,9817.12,5,5,5,15,VIP
13200,870.09,4,516,2011-11-20 15:35:00,2011-08-05 14:50:00,18,4,870.09,4,4,3,11,Loyal
13203,869.46,4,800,2011-11-30 10:45:00,2011-04-11 14:40:00,9,4,869.46,5,4,3,12,Loyal
13207,250.26000000000002,2,130,2011-11-24 14:52:00,2011-07-12 11:35:00,14,2,250.26000000000002,4,2,2,8,Potential Loyal
13208,1217.65,6,803,2011-10-12 09:54:00,2011-02-03 19:32:00,58,6,1217.65,3,5,4,12,Loyal
13209,5891.61,8,4253,2011-11-09 13:54:00,2010-12-13 10:31:00,29,8,5891.61,4,5,5,14,VIP
13210,353.48,1,316,2011-09-07 08:18:00,2011-09-07 08:18:00,93,1,353.48,2,1,2,5,At Risk
13211,1095.42,3,834,2011-11-29 14:43:00,2010-12-13 16:17:00,9,3,1095.42,5,3,4,12,Loyal
13212,786.83,3,309,2011-11-20 12:40:00,2011-10-09 14:48:00,19,3,786.83,4,3,3,10,Loyal
13213,1520.58,5,1360,2011-10-14 11:42:00,2011-05-24 12:22:00,56,5,1520.58,3,4,4,11,Loyal
13216,333.74,1,297,2011-03-17 12:18:00,2011-03-17 12:18:00,267,1,333.74,1,1,2,4,Lost
13217,533.98,3,262,2011-08-09 15:32:00,2011-07-06 12:08:00,121,3,533.98,2,3,3,8,Potential Loyal
13218,62.63999999999999,1,88,2011-08-04 16:59:00,2011-08-04 16:59:00,126,1,62.63999999999999,2,1,1,4,Lost
13220,819.2900000000001,4,196,2011-09-22 13:38:00,2011-04-17 10:59:00,77,4,819.2900000000001,2,4,3,9,Potential Loyal
13221,847.41,2,244,2011-04-13 16:58:00,2010-12-15 13:24:00,239,2,847.41,1,2,3,6,At Risk
13223,163.20000000000002,2,88,2011-05-23 13:03:00,2011-04-21 15:16:00,199,2,163.20000000000002,1,2,1,4,Lost
13224,2155.95,2,1518,2011-10-10 14:55:00,2011-07-11 14:10:00,59,2,2155.95,3,2,5,10,Loyal
13225,6463.84,7,3416,2011-12-06 13:29:00,2010-12-13 09:49:00,2,7,6463.84,5,5,5,15,VIP
13226,108.21000000000001,1,80,2011-03-11 14:35:00,2011-03-11 14:35:00,272,1,108.21000000000001,1,1,1,3,Lost
13227,257.7,1,99,2011-05-22 11:47:00,2011-05-22 11:47:00,201,1,257.7,1,1,2,4,Lost
13228,358.0,1,200,2011-09-19 14:28:00,2011-09-19 14:28:00,80,1,358.0,2,1,2,5,At Risk
13229,160.95,1,63,2011-04-28 12:07:00,2011-04-28 12:07:00,225,1,160.95,1,1,1,3,Lost
13230,2755.63,14,1638,2011-12-05 16:03:00,2010-12-09 19:28:00,3,14,2755.63,5,5,5,15,VIP
13232,1328.35,7,773,2011-11-27 10:39:00,2011-04-10 13:48:00,12,7,1328.35,5,5,4,14,VIP
13233,605.12,2,1004,2011-09-26 13:25:00,2011-01-07 14:49:00,73,2,605.12,2,2,3,7,Potential Loyal
13235,1031.07,1,441,2011-05-11 17:13:00,2011-05-11 17:13:00,211,1,1031.07,1,1,4,6,At Risk
13236,744.85,2,416,2011-11-15 12:50:00,2011-08-25 08:58:00,24,2,744.85,4,2,3,9,Potential Loyal
13238,700.73,4,298,2011-11-22 15:37:00,2010-12-14 14:37:00,16,4,700.73,4,4,3,11,Loyal
13239,329.56,1,327,2011-03-23 10:25:00,2011-03-23 10:25:00,261,1,329.56,1,1,2,4,Lost
13240,663.65,4,298,2011-09-04 14:08:00,2010-12-09 12:49:00,95,4,663.65,2,4,3,9,Potential Loyal
13242,270.40000000000003,3,130,2011-08-19 12:53:00,2011-05-10 12:26:00,111,3,270.40000000000003,2,3,2,7,Potential Loyal
13243,585.12,1,232,2011-05-20 13:14:00,2011-05-20 13:14:00,202,1,585.12,1,1,3,5,At Risk
13244,121.74000000000001,1,38,2011-09-08 11:46:00,2011-09-08 11:46:00,92,1,121.74000000000001,2,1,1,4,Lost
13245,430.5,1,125,2011-10-20 11:40:00,2011-10-20 11:40:00,50,1,430.5,3,1,2,6,At Risk
13246,1961.52,6,1587,2011-11-21 16:50:00,2011-01-13 13:36:00,17,6,1961.52,4,5,4,13,VIP
13247,501.12,4,328,2011-11-22 10:59:00,2011-09-18 11:31:00,17,4,501.12,4,4,3,11,Loyal
13248,465.68,2,305,2011-08-07 12:40:00,2011-06-03 13:05:00,124,2,465.68,2,2,2,6,At Risk
13249,711.41,3,546,2011-09-08 13:26:00,2011-03-23 15:26:00,91,3,711.41,2,3,3,8,Potential Loyal
13253,1030.4,2,1572,2011-07-06 10:09:00,2011-01-04 15:43:00,156,2,1030.4,2,2,4,8,Potential Loyal
13255,399.51,2,177,2011-11-30 13:14:00,2010-12-01 11:58:00,8,2,399.51,5,2,2,9,Potential Loyal
13258,672.83,3,282,2011-11-28 09:31:00,2011-05-18 13:11:00,11,3,672.83,5,3,3,11,Loyal
13259,283.18,1,126,2011-10-09 10:48:00,2011-10-09 10:48:00,61,1,283.18,3,1,2,6,At Risk
13260,557.62,1,142,2011-10-09 13:21:00,2011-10-09 13:21:00,60,1,557.62,3,1,3,7,Potential Loyal
13261,944.1,2,210,2011-03-16 12:22:00,2011-02-27 10:41:00,268,2,944.1,1,2,4,7,Potential Loyal
13262,200.29,1,125,2011-03-21 15:06:00,2011-03-21 15:06:00,262,1,200.29,1,1,1,3,Lost
13263,7436.93,35,4768,2011-12-08 13:59:00,2011-01-18 16:31:00,0,35,7436.93,5,5,5,15,VIP
13265,2092.66,5,1740,2011-10-17 15:02:00,2011-03-11 09:54:00,52,5,2092.66,3,4,5,12,Loyal
13266,3834.2599999999998,12,4428,2011-11-28 14:39:00,2011-03-28 10:14:00,10,12,3834.2599999999998,5,5,5,15,VIP
13267,4521.49,19,1969,2011-12-07 11:12:00,2010-12-08 09:20:00,2,19,4521.49,5,5,5,15,VIP
13268,3174.75,11,3624,2011-11-22 11:51:00,2011-03-17 13:20:00,17,11,3174.75,4,5,5,14,VIP
13269,5343.28,15,3513,2011-12-08 14:53:00,2010-12-05 11:51:00,0,15,5343.28,5,5,5,15,VIP
13270,590.0,1,200,2010-12-08 14:53:00,2010-12-08 14:53:00,365,1,590.0,1,1,3,5,At Risk
13271,211.49,1,240,2011-11-02 14:31:00,2011-11-02 14:31:00,36,1,211.49,3,1,1,5,At Risk
13272,276.56,2,96,2011-11-08 14:00:00,2011-09-11 12:06:00,30,2,276.56,4,2,2,8,Potential Loyal
13273,138.98,1,153,2011-08-18 14:02:00,2011-08-18 14:02:00,112,1,138.98,2,1,1,4,Lost
13276,590.9300000000001,2,161,2011-10-07 12:44:00,2011-09-01 10:03:00,63,2,590.9300000000001,3,2,3,8,Potential Loyal
13277,258.4,4,176,2011-11-24 09:21:00,2011-07-29 10:06:00,15,4,258.4,4,4,2,10,Loyal
13278,542.73,1,537,2011-10-30 11:49:00,2011-10-30 11:49:00,40,1,542.73,3,1,3,7,Potential Loyal
13279,137.75,1,73,2011-09-22 17:24:00,2011-09-22 17:24:00,77,1,137.75,2,1,1,4,Lost
13280,798.46,3,518,2011-08-09 13:14:00,2011-01-06 17:10:00,121,3,798.46,2,3,3,8,Potential Loyal
13282,1132.14,3,307,2011-11-21 15:33:00,2011-05-03 12:03:00,17,3,1132.14,4,3,4,11,Loyal
13283,93.66,2,90,2011-10-11 09:50:00,2011-06-07 12:39:00,59,2,93.66,3,2,1,6,At Risk
13284,201.19,1,91,2011-01-13 09:23:00,2011-01-13 09:23:00,330,1,201.19,1,1,1,3,Lost
13285,2709.12,4,2051,2011-11-16 13:19:00,2011-02-22 17:13:00,22,4,2709.12,4,4,5,13,VIP
13291,361.11,1,233,2011-07-07 10:36:00,2011-07-07 10:36:00,155,1,361.11,2,1,2,5,At Risk
13292,578.9399999999999,2,347,2011-11-01 10:04:00,2011-02-28 15:00:00,38,2,578.9399999999999,3,2,3,8,Potential Loyal
13294,873.74,2,453,2011-06-03 08:54:00,2011-04-04 12:37:00,189,2,873.74,1,2,3,6,At Risk
13295,201.20000000000002,1,82,2010-12-15 11:21:00,2010-12-15 11:21:00,359,1,201.20000000000002,1,1,1,3,Lost
13296,87.4,1,78,2011-07-25 13:46:00,2011-07-25 13:46:00,136,1,87.4,2,1,1,4,Lost
13297,2089.85,4,963,2011-12-02 09:32:00,2011-10-03 15:08:00,7,4,2089.85,5,4,5,14,VIP
13298,360.0,1,96,2011-12-08 13:11:00,2011-12-08 13:11:00,0,1,360.0,5,1,2,8,Potential Loyal
13299,142.5,1,30,2011-03-16 12:55:00,2011-03-16 12:55:00,267,1,142.5,1,1,1,3,Lost
13300,371.89,1,203,2011-06-23 13:09:00,2011-06-23 13:09:00,168,1,371.89,2,1,2,5,At Risk
13301,618.09,4,345,2011-08-28 11:25:00,2011-02-20 13:13:00,103,4,618.09,2,4,3,9,Potential Loyal
13302,63.75,1,5,2011-07-07 17:56:00,2011-07-07 17:56:00,154,1,63.75,2,1,1,4,Lost
13304,300.42,1,238,2010-12-23 14:35:00,2010-12-23 14:35:00,350,1,300.42,1,1,2,4,Lost
13305,2000.86,10,1232,2011-12-05 15:15:00,2010-12-02 12:10:00,3,10,2000.86,5,5,4,14,VIP
13307,15.0,1,4,2011-08-11 17:14:00,2011-08-11 17:14:00,119,1,15.0,2,1,1,4,Lost
13308,1385.51,3,843,2011-11-17 09:31:00,2011-05-20 13:13:00,22,3,1385.51,4,3,4,11,Loyal
13309,1456.79,5,1544,2011-12-02 16:34:00,2011-02-04 12:29:00,6,5,1456.79,5,4,4,13,VIP
13310,1132.03,3,587,2011-11-11 17:23:00,2011-01-19 14:50:00,27,3,1132.03,4,3,4,11,Loyal
13311,598.57,2,305,2011-12-05 12:55:00,2011-07-12 14:26:00,3,2,598.57,5,2,3,10,Loyal
13313,1555.32,5,851,2011-11-17 16:48:00,2011-01-04 10:00:00,21,5,1555.32,4,4,4,12,Loyal
13314,775.94,3,560,2011-12-08 12:29:00,2011-09-27 10:20:00,1,3,775.94,5,3,3,11,Loyal
13316,5732.93,4,5508,2011-11-02 13:40:00,2011-03-30 13:01:00,36,4,5732.93,3,4,5,12,Loyal
13317,2273.68,6,1035,2011-10-04 13:35:00,2010-12-16 09:22:00,65,6,2273.68,3,5,5,13,VIP
13318,640.76,3,304,2011-12-08 18:51:00,2011-11-02 13:26:00,0,3,640.76,5,3,3,11,Loyal
13319,10845.550000000001,26,4724,2011-12-04 13:34:00,2010-12-09 10:04:00,4,26,10845.550000000001,5,5,5,15,VIP
13320,1532.2,4,1086,2011-09-22 18:07:00,2011-05-10 10:29:00,77,4,1532.2,2,4,4,10,Loyal
13321,567.36,2,372,2011-09-28 15:24:00,2011-09-14 15:18:00,71,2,567.36,3,2,3,8,Potential Loyal
13322,199.48000000000002,1,117,2011-11-22 14:21:00,2011-11-22 14:21:00,16,1,199.48000000000002,4,1,1,6,At Risk
13323,787.85,5,175,2011-12-06 17:12:00,2011-09-16 13:23:00,2,5,787.85,5,4,3,12,Loyal
13324,7121.95,10,5205,2011-11-03 16:28:00,2010-12-14 09:50:00,35,10,7121.95,3,5,5,13,VIP
13325,675.3,1,240,2011-09-19 10:36:00,2011-09-19 10:36:00,81,1,675.3,2,1,3,6,At Risk
13327,3627.77,8,1600,2011-11-01 10:21:00,2010-12-09 15:32:00,38,8,3627.77,3,5,5,13,VIP
13328,1308.48,1,680,2011-01-27 15:22:00,2011-01-27 15:22:00,315,1,1308.48,1,1,4,6,At Risk
13329,789.0,2,463,2011-11-08 10:29:00,2010-12-08 10:11:00,31,2,789.0,4,2,3,9,Potential Loyal
13330,1140.93,3,751,2011-09-08 12:27:00,2011-01-28 10:08:00,92,3,1140.93,2,3,4,9,Potential Loyal
13332,350.9,1,179,2011-11-25 13:30:00,2011-11-25 13:30:00,13,1,350.9,4,1,2,7,Potential Loyal
13334,3502.32,3,1764,2011-09-18 15:21:00,2011-02-07 11:42:00,81,3,3502.32,2,3,5,10,Loyal
13336,795.12,1,559,2011-09-23 14:05:00,2011-09-23 14:05:00,76,1,795.12,2,1,3,6,At Risk
13338,487.02,1,256,2011-07-05 09:06:00,2011-07-05 09:06:00,157,1,487.02,2,1,2,5,At Risk
13339,860.12,1,326,2011-05-23 08:31:00,2011-05-23 08:31:00,200,1,860.12,1,1,3,5,At Risk
13340,10736.48,7,5770,2011-10-25 13:15:00,2011-03-08 11:39:00,44,7,10736.48,3,5,5,13,VIP
13341,775.85,1,301,2011-03-24 09:50:00,2011-03-24 09:50:00,260,1,775.85,1,1,3,5,At Risk
13343,353.43,1,135,2011-06-15 12:24:00,2011-06-15 12:24:00,177,1,353.43,2,1,2,5,At Risk
13344,2511.69,3,952,2011-10-03 09:45:00,2011-03-07 10:28:00,67,3,2511.69,3,3,5,11,Loyal
13345,389.5,1,141,2011-02-25 09:01:00,2011-02-25 09:01:00,287,1,389.5,1,1,2,4,Lost
13347,341.36,1,205,2011-09-30 13:28:00,2011-09-30 13:28:00,69,1,341.36,3,1,2,6,At Risk
13348,233.76,1,136,2011-10-06 17:28:00,2011-10-06 17:28:00,63,1,233.76,3,1,1,5,At Risk
13349,247.32,1,225,2011-11-29 08:07:00,2011-11-29 08:07:00,10,1,247.32,5,1,1,7,Potential Loyal
13350,979.12,2,287,2011-11-23 16:33:00,2011-09-21 13:33:00,15,2,979.12,4,2,4,10,Loyal
13351,373.94,1,117,2011-10-04 12:55:00,2011-10-04 12:55:00,65,1,373.94,3,1,2,6,At Risk
13352,397.97999999999996,1,321,2011-10-10 13:55:00,2011-10-10 13:55:00,59,1,397.97999999999996,3,1,2,6,At Risk
13354,743.53,1,604,2011-09-29 13:17:00,2011-09-29 13:17:00,70,1,743.53,3,1,3,7,Potential Loyal
13355,674.7,1,314,2011-08-09 14:48:00,2011-08-09 14:48:00,121,1,674.7,2,1,3,6,At Risk
13356,768.24,1,325,2011-09-20 14:33:00,2011-09-20 14:33:00,79,1,768.24,2,1,3,6,At Risk
13357,609.4,1,321,2011-03-27 13:56:00,2011-03-27 13:56:00,256,1,609.4,1,1,3,5,At Risk
13358,439.03,1,285,2011-03-16 11:52:00,2011-03-16 11:52:00,268,1,439.03,1,1,2,4,Lost
13359,439.56,1,161,2011-10-07 09:30:00,2011-10-07 09:30:00,63,1,439.56,3,1,2,6,At Risk
13362,3090.7400000000002,4,1382,2011-11-30 14:41:00,2011-02-25 11:33:00,8,4,3090.7400000000002,5,4,5,14,VIP
13363,992.5,2,710,2011-11-22 12:40:00,2011-10-27 10:46:00,17,2,992.5,4,2,4,10,Loyal
13364,134.95999999999998,1,71,2011-09-29 18:13:00,2011-09-29 18:13:00,70,1,134.95999999999998,3,1,1,5,At Risk
13365,2225.37,2,1247,2011-11-06 12:36:00,2011-05-06 12:00:00,33,2,2225.37,3,2,5,10,Loyal
