CustomerID,TotalSpent,TotalOrders,TotalQuantity,LastPurchase,FirstPurchase,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,AverageOrderValue,CustomerLifetime,Churn
13309,1456.79,5,1544,2011-12-02 16:34:00,2011-02-04 12:29:00,6,5,1456.79,5,4,4,13,VIP,291.358,301,0
13310,1132.03,3,587,2011-11-11 17:23:00,2011-01-19 14:50:00,27,3,1132.03,4,3,4,11,Loyal,377.3433333333333,296,0
13311,598.57,2,305,2011-12-05 12:55:00,2011-07-12 14:26:00,3,2,598.57,5,2,3,10,Loyal,299.285,145,0
13313,1555.32,5,851,2011-11-17 16:48:00,2011-01-04 10:00:00,21,5,1555.32,4,4,4,12,Loyal,311.06399999999996,317,0
13314,775.94,3,560,2011-12-08 12:29:00,2011-09-27 10:20:00,1,3,775.94,5,3,3,11,Loyal,258.6466666666667,72,0
13316,5732.93,4,5508,2011-11-02 13:40:00,2011-03-30 13:01:00,36,4,5732.93,3,4,5,12,Loyal,1433.2325,217,0
13317,2273.68,6,1035,2011-10-04 13:35:00,2010-12-16 09:22:00,65,6,2273.68,3,5,5,13,VIP,378.94666666666666,292,0
13318,640.76,3,304,2011-12-08 18:51:00,2011-11-02 13:26:00,0,3,640.76,5,3,3,11,Loyal,213.58666666666667,36,0
13319,10845.550000000001,26,4724,2011-12-04 13:34:00,2010-12-09 10:04:00,4,26,10845.550000000001,5,5,5,15,VIP,417.1365384615385,360,0
13320,1532.2,4,1086,2011-09-22 18:07:00,2011-05-10 10:29:00,77,4,1532.2,2,4,4,10,Loyal,383.05,135,0
13321,567.36,2,372,2011-09-28 15:24:00,2011-09-14 15:18:00,71,2,567.36,3,2,3,8,Potential Loyal,283.68,14,0
13322,199.48000000000002,1,117,2011-11-22 14:21:00,2011-11-22 14:21:00,16,1,199.48000000000002,4,1,1,6,At Risk,199.48000000000002,0,0
13323,787.85,5,175,2011-12-06 17:12:00,2011-09-16 13:23:00,2,5,787.85,5,4,3,12,Loyal,157.57,81,0
13324,7121.95,10,5205,2011-11-03 16:28:00,2010-12-14 09:50:00,35,10,7121.95,3,5,5,13,VIP,712.1949999999999,324,0
13325,675.3,1,240,2011-09-19 10:36:00,2011-09-19 10:36:00,81,1,675.3,2,1,3,6,At Risk,675.3,0,0
13327,3627.77,8,1600,2011-11-01 10:21:00,2010-12-09 15:32:00,38,8,3627.77,3,5,5,13,VIP,453.47125,326,0
13328,1308.48,1,680,2011-01-27 15:22:00,2011-01-27 15:22:00,315,1,1308.48,1,1,4,6,At Risk,1308.48,0,1
13329,789.0,2,463,2011-11-08 10:29:00,2010-12-08 10:11:00,31,2,789.0,4,2,3,9,Potential Loyal,394.5,335,0
13330,1140.93,3,751,2011-09-08 12:27:00,2011-01-28 10:08:00,92,3,1140.93,2,3,4,9,Potential Loyal,380.31,223,1
13332,350.9,1,179,2011-11-25 13:30:00,2011-11-25 13:30:00,13,1,350.9,4,1,2,7,Potential Loyal,350.9,0,0
13334,3502.32,3,1764,2011-09-18 15:21:00,2011-02-07 11:42:00,81,3,3502.32,2,3,5,10,Loyal,1167.44,223,0
13336,795.12,1,559,2011-09-23 14:05:00,2011-09-23 14:05:00,76,1,795.12,2,1,3,6,At Risk,795.12,0,0
13338,487.02,1,256,2011-07-05 09:06:00,2011-07-05 09:06:00,157,1,487.02,2,1,2,5,At Risk,487.02,0,1
13339,860.12,1,326,2011-05-23 08:31:00,2011-05-23 08:31:00,200,1,860.12,1,1,3,5,At Risk,860.12,0,1
13340,10736.48,7,5770,2011-10-25 13:15:00,2011-03-08 11:39:00,44,7,10736.48,3,5,5,13,VIP,1533.782857142857,231,0
13341,775.85,1,301,2011-03-24 09:50:00,2011-03-24 09:50:00,260,1,775.85,1,1,3,5,At Risk,775.85,0,1
13343,353.43,1,135,2011-06-15 12:24:00,2011-06-15 12:24:00,177,1,353.43,2,1,2,5,At Risk,353.43,0,1
13344,2511.69,3,952,2011-10-03 09:45:00,2011-03-07 10:28:00,67,3,2511.69,3,3,5,11,Loyal,837.23,209,0
13345,389.5,1,141,2011-02-25 09:01:00,2011-02-25 09:01:00,287,1,389.5,1,1,2,4,Lost,389.5,0,1
13347,341.36,1,205,2011-09-30 13:28:00,2011-09-30 13:28:00,69,1,341.36,3,1,2,6,At Risk,341.36,0,0
13348,233.76,1,136,2011-10-06 17:28:00,2011-10-06 17:28:00,63,1,233.76,3,1,1,5,At Risk,233.76,0,0
13349,247.32,1,225,2011-11-29 08:07:00,2011-11-29 08:07:00,10,1,247.32,5,1,1,7,Potential Loyal,247.32,0,0
13350,979.12,2,287,2011-11-23 16:33:00,2011-09-21 13:33:00,15,2,979.12,4,2,4,10,Loyal,489.56,63,0
13351,373.94,1,117,2011-10-04 12:55:00,2011-10-04 12:55:00,65,1,373.94,3,1,2,6,At Risk,373.94,0,0
13352,397.97999999999996,1,321,2011-10-10 13:55:00,2011-10-10 13:55:00,59,1,397.97999999999996,3,1,2,6,At Risk,397.97999999999996,0,0
13354,743.53,1,604,2011-09-29 13:17:00,2011-09-29 13:17:00,70,1,743.53,3,1,3,7,Potential Loyal,743.53,0,0
13355,674.7,1,314,2011-08-09 14:48:00,2011-08-09 14:48:00,121,1,674.7,2,1,3,6,At Risk,674.7,0,1
13356,768.24,1,325,2011-09-20 14:33:00,2011-09-20 14:33:00,79,1,768.24,2,1,3,6,At Risk,768.24,0,0
13357,609.4,1,321,2011-03-27 13:56:00,2011-03-27 13:56:00,256,1,609.4,1,1,3,5,At Risk,609.4,0,1
13358,439.03,1,285,2011-03-16 11:52:00,2011-03-16 11:52:00,268,1,439.03,1,1,2,4,Lost,439.03,0,1
13359,439.56,1,161,2011-10-07 09:30:00,2011-10-07 09:30:00,63,1,439.56,3,1,2,6,At Risk,439.56,0,0
13362,3090.7400000000002,4,1382,2011-11-30 14:41:00,2011-02-25 11:33:00,8,4,3090.7400000000002,5,4,5,14,VIP,772.6850000000001,278,0
13363,992.5,2,710,2011-11-22 12:40:00,2011-10-27 10:46:00,17,2,992.5,4,2,4,10,Loyal,496.25,26,0
13364,134.95999999999998,1,71,2011-09-29 18:13:00,2011-09-29 18:13:00,70,1,134.95999999999998,3,1,1,5,At Risk,134.95999999999998,0,0
13365,2225.37,2,1247,2011-11-06 12:36:00,2011-05-06 12:00:00,33,2,2225.37,3,2,5,10,Loyal,1112.685,184,0
13366,56.160000000000004,1,144,2011-10-20 13:37:00,2011-10-20 13:37:00,49,1,56.160000000000004,3,1,1,5,At Risk,56.160000000000004,0,0
13368,623.4,2,327,2011-03-28 09:59:00,2011-01-06 12:32:00,256,2,623.4,1,2,3,6,At Risk,311.7,80,1
13369,308.28000000000003,1,149,2010-12-09 11:30:00,2010-12-09 11:30:00,365,1,308.28000000000003,1,1,2,4,Lost,308.28000000000003,0,1
13370,754.87,1,343,2010-12-03 10:26:00,2010-12-03 10:26:00,371,1,754.87,1,1,3,5,At Risk,754.87,0,1
13372,378.64,1,159,2011-09-11 12:46:00,2011-09-11 12:46:00,89,1,378.64,2,1,2,5,At Risk,378.64,0,0
13373,3312.25,3,1651,2011-10-10 10:51:00,2011-03-08 14:35:00,60,3,3312.25,3,3,5,11,Loyal,1104.0833333333333,215,0
13375,778.65,1,442,2011-09-12 10:19:00,2011-09-12 10:19:00,88,1,778.65,2,1,3,6,At Risk,778.65,0,0
13376,1019.76,3,493,2011-09-01 16:16:00,2011-04-19 13:03:00,98,3,1019.76,2,3,4,9,Potential Loyal,339.92,135,1
13379,572.56,3,601,2011-11-13 13:45:00,2011-07-26 12:26:00,25,3,572.56,4,3,3,10,Loyal,190.85333333333332,110,0
13381,3639.31,6,2029,2011-11-08 11:58:00,2011-02-14 10:10:00,31,6,3639.31,4,5,5,14,VIP,606.5516666666666,267,0
13382,222.99,1,131,2011-03-04 10:03:00,2011-03-04 10:03:00,280,1,222.99,1,1,1,3,Lost,222.99,0,1
13384,4151.93,7,2422,2011-11-09 11:04:00,2011-06-14 12:47:00,30,7,4151.93,4,5,5,14,VIP,593.1328571428572,147,0
13385,534.57,1,281,2011-01-14 09:52:00,2011-01-14 09:52:00,329,1,534.57,1,1,3,5,At Risk,534.57,0,1
13388,677.1,2,282,2011-07-31 12:52:00,2011-07-31 12:52:00,130,2,677.1,2,2,3,7,Potential Loyal,338.55,0,1
13389,797.96,3,429,2011-11-28 14:01:00,2011-04-21 12:12:00,10,3,797.96,5,3,3,11,Loyal,265.9866666666667,221,0
13390,544.08,1,224,2011-09-26 08:38:00,2011-09-26 08:38:00,74,1,544.08,2,1,3,6,At Risk,544.08,0,0
13391,59.8,1,4,2011-05-20 10:50:00,2011-05-20 10:50:00,203,1,59.8,1,1,1,3,Lost,59.8,0,1
13394,2520.02,8,2392,2011-12-08 11:36:00,2011-02-03 10:39:00,1,8,2520.02,5,5,5,15,VIP,315.0025,308,0
13395,307.72,1,336,2011-06-07 15:04:00,2011-06-07 15:04:00,184,1,307.72,1,1,2,4,Lost,307.72,0,1
13396,1360.99,2,600,2011-11-10 16:59:00,2011-01-24 13:37:00,28,2,1360.99,4,2,4,10,Loyal,680.495,290,0
13397,1544.13,5,430,2011-09-28 10:56:00,2011-01-04 13:50:00,72,5,1544.13,2,4,4,10,Loyal,308.826,266,0
13398,457.34,1,281,2011-05-31 13:17:00,2011-05-31 13:17:00,191,1,457.34,1,1,2,4,Lost,457.34,0,1
13402,621.23,2,479,2011-08-04 15:51:00,2010-12-02 17:12:00,126,2,621.23,2,2,3,7,Potential Loyal,310.615,244,1
13403,75.0,1,44,2011-11-22 08:28:00,2011-11-22 08:28:00,17,1,75.0,4,1,1,6,At Risk,75.0,0,0
13404,252.49,2,111,2011-12-08 15:37:00,2011-05-11 11:57:00,0,2,252.49,5,2,2,9,Potential Loyal,126.245,211,0
13405,572.451,3,165,2011-09-26 17:01:00,2011-01-26 09:27:00,73,3,572.451,2,3,3,8,Potential Loyal,190.817,243,0
13408,28117.04,62,16232,2011-12-08 09:05:00,2010-12-01 10:39:00,1,62,28117.04,5,5,5,15,VIP,453.5006451612903,371,0
13410,1003.06,5,518,2011-11-15 15:33:00,2011-02-21 14:38:00,23,5,1003.06,4,4,4,12,Loyal,200.612,267,0
13411,213.55,1,72,2011-08-24 13:57:00,2011-08-24 13:57:00,106,1,213.55,2,1,1,4,Lost,213.55,0,1
13414,1390.5,3,1574,2011-07-29 11:45:00,2011-02-16 12:13:00,133,3,1390.5,2,3,4,9,Potential Loyal,463.5,162,1
13416,712.5,2,142,2011-10-27 08:56:00,2011-09-19 14:43:00,43,2,712.5,3,2,3,8,Potential Loyal,356.25,37,0
13417,640.83,2,162,2011-12-05 08:49:00,2011-05-18 16:26:00,4,2,640.83,5,2,3,10,Loyal,320.415,200,0
13418,6127.43,18,3918,2011-11-28 10:23:00,2010-12-02 10:45:00,11,18,6127.43,5,5,5,15,VIP,340.4127777777778,360,0
13419,221.06,1,275,2011-10-07 12:49:00,2011-10-07 12:49:00,63,1,221.06,3,1,1,5,At Risk,221.06,0,0
13420,159.85,2,101,2011-07-13 08:48:00,2011-06-22 11:35:00,149,2,159.85,2,2,1,5,At Risk,79.925,20,1
13421,1833.71,2,1128,2011-10-30 14:21:00,2011-02-22 15:46:00,39,2,1833.71,3,2,4,9,Potential Loyal,916.855,249,0
13422,2626.3,1,1326,2011-10-06 13:42:00,2011-10-06 13:42:00,63,1,2626.3,3,1,5,9,Potential Loyal,2626.3,0,0
13425,1624.21,3,1123,2011-08-23 17:13:00,2011-02-18 08:34:00,107,3,1624.21,2,3,4,9,Potential Loyal,541.4033333333333,186,1
13426,3641.32,10,2245,2011-12-09 08:59:00,2010-12-15 12:43:00,0,10,3641.32,5,5,5,15,VIP,364.132,358,0
13427,582.6,3,545,2011-11-20 13:02:00,2011-05-08 15:58:00,18,3,582.6,4,3,3,10,Loyal,194.20000000000002,195,0
13428,201.78,1,151,2011-11-29 14:20:00,2011-11-29 14:20:00,9,1,201.78,5,1,1,7,Potential Loyal,201.78,0,0
13429,1006.8,4,1390,2011-11-29 09:10:00,2011-09-25 15:59:00,10,4,1006.8,5,4,4,13,VIP,251.7,64,0
13430,679.45,2,751,2011-11-21 08:19:00,2011-09-14 14:26:00,18,2,679.45,4,2,3,9,Potential Loyal,339.725,67,0
13431,1269.1,2,672,2011-10-03 13:49:00,2011-09-12 11:25:00,66,2,1269.1,3,2,4,9,Potential Loyal,634.55,21,0
13434,534.24,2,300,2011-09-26 14:30:00,2011-09-04 10:35:00,73,2,534.24,2,2,3,7,Potential Loyal,267.12,22,0
13435,3809.8900000000003,7,2129,2011-12-04 14:45:00,2011-06-03 17:07:00,4,7,3809.8900000000003,5,5,5,15,VIP,544.2700000000001,183,0
13436,196.89,1,76,2011-12-08 10:33:00,2011-12-08 10:33:00,1,1,196.89,5,1,1,7,Potential Loyal,196.89,0,0
13437,3408.06,7,1283,2011-11-25 14:00:00,2011-06-02 14:30:00,13,7,3408.06,4,5,5,14,VIP,486.86571428571426,175,0
13439,283.71,1,242,2011-03-29 14:20:00,2011-03-29 14:20:00,254,1,283.71,1,1,2,4,Lost,283.71,0,1
13441,296.64,1,204,2011-09-09 09:38:00,2011-09-09 09:38:00,91,1,296.64,2,1,2,5,At Risk,296.64,0,1
13447,1129.14,3,584,2011-11-16 13:38:00,2011-11-04 10:10:00,22,3,1129.14,4,3,4,11,Loyal,376.38000000000005,12,0
13448,3534.69,6,1648,2011-11-23 12:33:00,2010-12-01 10:52:00,16,6,3534.69,4,5,5,14,VIP,589.115,357,0
13449,291.88,1,222,2011-11-16 08:28:00,2011-11-16 08:28:00,23,1,291.88,4,1,2,7,Potential Loyal,291.88,0,0
13450,2043.7199999999998,6,1982,2011-11-13 11:54:00,2011-05-05 19:48:00,26,6,2043.7199999999998,4,5,4,13,VIP,340.61999999999995,191,0
13451,2898.2599999999998,5,2128,2011-11-13 15:58:00,2011-01-09 15:35:00,25,5,2898.2599999999998,4,4,5,13,VIP,579.6519999999999,308,0
13452,590.0,2,2,2011-03-25 14:19:00,2011-03-14 11:38:00,258,2,590.0,1,2,3,6,At Risk,295.0,11,1
13453,356.97999999999996,2,134,2011-06-27 09:34:00,2011-02-23 09:44:00,165,2,356.97999999999996,2,2,2,6,At Risk,178.48999999999998,123,1
13455,1058.34,2,354,2011-11-15 11:21:00,2010-12-08 13:11:00,24,2,1058.34,4,2,4,10,Loyal,529.17,341,0
13456,1766.72,6,765,2011-11-22 09:18:00,2011-05-16 15:34:00,17,6,1766.72,4,5,4,13,VIP,294.4533333333333,189,0
13458,9646.57,14,5508,2011-12-02 15:29:00,2010-12-15 12:05:00,6,14,9646.57,5,5,5,15,VIP,689.0407142857142,352,0
13460,183.44,2,286,2011-11-10 17:17:00,2011-10-21 09:50:00,28,2,183.44,4,2,1,7,Potential Loyal,91.72,20,0
13461,1445.0,3,1170,2011-11-01 09:01:00,2011-06-29 10:23:00,38,3,1445.0,3,3,4,10,Loyal,481.6666666666667,124,0
13462,151.5,1,62,2011-04-01 11:20:00,2011-04-01 11:20:00,252,1,151.5,1,1,1,3,Lost,151.5,0,1
13464,674.68,1,403,2011-10-12 15:01:00,2011-10-12 15:01:00,57,1,674.68,3,1,3,7,Potential Loyal,674.68,0,0
13466,307.9,1,259,2011-06-08 16:39:00,2011-06-08 16:39:00,183,1,307.9,1,1,2,4,Lost,307.9,0,1
13467,1071.91,2,580,2011-11-29 10:01:00,2011-11-03 16:56:00,10,2,1071.91,5,2,4,11,Loyal,535.955,25,0
13468,5704.97,37,2589,2011-12-08 10:39:00,2010-12-01 15:08:00,1,37,5704.97,5,5,5,15,VIP,154.1883783783784,371,0
13470,165.0,2,100,2011-09-01 14:57:00,2011-08-16 17:06:00,98,2,165.0,2,2,1,5,At Risk,82.5,15,1
13471,2501.84,4,1583,2011-12-08 15:44:00,2011-10-23 13:10:00,0,4,2501.84,5,4,5,14,VIP,625.46,46,0
13473,422.64,2,266,2011-10-10 11:20:00,2011-01-11 08:45:00,60,2,422.64,3,2,2,7,Potential Loyal,211.32,272,0
13474,226.84,1,129,2011-04-17 13:53:00,2011-04-17 13:53:00,235,1,226.84,1,1,1,3,Lost,226.84,0,1
13475,1431.78,4,1012,2011-06-01 13:52:00,2011-02-14 12:36:00,190,4,1431.78,1,4,4,9,Potential Loyal,357.945,107,1
13476,1238.47,2,417,2011-06-14 12:00:00,2011-03-03 14:43:00,178,2,1238.47,2,2,4,8,Potential Loyal,619.235,102,1
13477,1454.58,6,1021,2011-11-02 12:04:00,2011-02-21 12:29:00,37,6,1454.58,3,5,4,12,Loyal,242.42999999999998,253,0
13479,300.95,2,134,2011-05-23 10:45:00,2011-04-19 11:27:00,200,2,300.95,1,2,2,5,At Risk,150.475,33,1
13481,1804.56,5,1142,2011-10-25 09:07:00,2011-03-28 09:07:00,45,5,1804.56,3,4,4,11,Loyal,360.912,211,0
13482,184.64,1,116,2011-04-21 17:03:00,2011-04-21 17:03:00,231,1,184.64,1,1,1,3,Lost,184.64,0,1
13483,140.34,1,160,2011-10-05 11:53:00,2011-10-05 11:53:00,65,1,140.34,3,1,1,5,At Risk,140.34,0,0
13484,313.8,1,44,2011-04-12 16:30:00,2011-04-12 16:30:00,240,1,313.8,1,1,2,4,Lost,313.8,0,1
13485,454.24,1,277,2011-04-20 13:58:00,2011-04-20 13:58:00,232,1,454.24,1,1,2,4,Lost,454.24,0,1
13486,1122.41,3,669,2011-09-22 13:13:00,2011-07-07 17:19:00,77,3,1122.41,2,3,4,9,Potential Loyal,374.1366666666667,76,0
13487,575.4,3,265,2011-10-13 12:07:00,2010-12-21 14:54:00,57,3,575.4,3,3,3,9,Potential Loyal,191.79999999999998,295,0
13488,8968.31,13,4518,2011-11-22 14:41:00,2010-12-07 13:01:00,16,13,8968.31,4,5,5,14,VIP,689.87,350,0
13489,449.52,4,560,2011-08-26 13:16:00,2011-02-18 10:42:00,104,4,449.52,2,4,2,8,Potential Loyal,112.38,189,1
13491,1215.82,10,903,2011-10-19 08:32:00,2010-12-02 14:30:00,51,10,1215.82,3,5,4,12,Loyal,121.582,320,0
13492,1269.84,3,408,2011-07-26 14:25:00,2011-05-09 10:06:00,135,3,1269.84,2,3,4,9,Potential Loyal,423.28,78,1
13493,618.63,2,380,2011-03-09 15:35:00,2011-02-25 16:42:00,274,2,618.63,1,2,3,6,At Risk,309.315,11,1
13494,316.26000000000005,1,162,2011-02-01 11:58:00,2011-02-01 11:58:00,311,1,316.26000000000005,1,1,2,4,Lost,316.26000000000005,0,1
13495,2044.8700000000001,5,829,2011-12-02 11:21:00,2010-12-06 15:14:00,7,5,2044.8700000000001,5,4,4,13,VIP,408.97400000000005,360,0
13496,653.33,2,341,2011-11-29 10:58:00,2010-12-15 10:17:00,10,2,653.33,5,2,3,10,Loyal,326.665,349,0
13497,348.05,2,163,2011-03-02 09:04:00,2010-12-06 11:37:00,282,2,348.05,1,2,2,5,At Risk,174.025,85,1
13499,1159.11,5,1365,2011-11-22 11:21:00,2011-03-15 08:52:00,17,5,1159.11,4,4,4,12,Loyal,231.82199999999997,252,0
13500,1166.77,3,609,2011-11-16 15:35:00,2011-08-09 12:20:00,22,3,1166.77,4,3,4,11,Loyal,388.92333333333335,99,0
13501,1340.32,1,560,2011-02-24 18:59:00,2011-02-24 18:59:00,287,1,1340.32,1,1,4,6,At Risk,1340.32,0,1
13502,292.0,3,264,2011-11-23 10:39:00,2011-01-20 09:03:00,16,3,292.0,4,3,2,9,Potential Loyal,97.33333333333333,307,0
13503,216.85,1,248,2011-09-29 13:23:00,2011-09-29 13:23:00,70,1,216.85,3,1,1,5,At Risk,216.85,0,0
13504,295.93,1,178,2011-10-06 13:20:00,2011-10-06 13:20:00,63,1,295.93,3,1,2,6,At Risk,295.93,0,0
13505,4393.63,4,2486,2011-09-28 11:56:00,2011-04-21 12:07:00,72,4,4393.63,2,4,5,11,Loyal,1098.4075,159,0
13506,458.52,2,324,2011-01-27 13:53:00,2010-12-05 12:15:00,315,2,458.52,1,2,2,5,At Risk,229.26,53,1
13507,2479.16,4,1597,2011-12-06 13:13:00,2011-07-17 11:50:00,2,4,2479.16,5,4,5,14,VIP,619.79,142,0
13508,110.97,1,24,2011-04-10 11:58:00,2011-04-10 11:58:00,243,1,110.97,1,1,1,3,Lost,110.97,0,1
13509,979.72,7,1106,2011-12-01 10:10:00,2011-02-28 13:27:00,8,7,979.72,5,5,4,14,VIP,139.96,275,0
13510,1791.56,4,1386,2011-12-08 13:46:00,2011-06-09 09:32:00,0,4,1791.56,5,4,4,13,VIP,447.89,182,0
13512,251.21,1,143,2011-03-24 10:03:00,2011-03-24 10:03:00,260,1,251.21,1,1,2,4,Lost,251.21,0,1
13513,205.1,1,109,2011-08-05 11:50:00,2011-08-05 11:50:00,126,1,205.1,2,1,1,4,Lost,205.1,0,1
13514,152.20000000000002,1,40,2011-09-27 09:39:00,2011-09-27 09:39:00,73,1,152.20000000000002,2,1,1,4,Lost,152.20000000000002,0,0
13515,891.12,4,681,2011-09-28 11:26:00,2011-04-06 10:33:00,72,4,891.12,2,4,3,9,Potential Loyal,222.78,175,0
13516,1389.41,3,985,2011-11-18 13:15:00,2011-04-15 11:06:00,20,3,1389.41,4,3,4,11,Loyal,463.1366666666667,217,0
13517,2128.42,3,1369,2011-10-11 11:43:00,2011-06-13 08:44:00,59,3,2128.42,3,3,5,11,Loyal,709.4733333333334,120,0
13518,627.16,1,382,2011-09-15 10:29:00,2011-09-15 10:29:00,85,1,627.16,2,1,3,6,At Risk,627.16,0,0
13519,122.75,1,23,2011-09-22 18:24:00,2011-09-22 18:24:00,77,1,122.75,2,1,1,4,Lost,122.75,0,0
13520,3624.35,6,1649,2011-10-12 10:20:00,2010-12-03 10:36:00,58,6,3624.35,3,5,5,13,VIP,604.0583333333333,312,0
13521,1071.73,3,718,2011-12-08 13:50:00,2011-11-29 15:09:00,0,3,1071.73,5,3,4,12,Loyal,357.24333333333334,8,0
13522,125.80000000000001,1,44,2011-11-09 15:11:00,2011-11-09 15:11:00,29,1,125.80000000000001,4,1,1,6,At Risk,125.80000000000001,0,0
13523,3964.88,5,1752,2011-11-06 15:11:00,2010-12-08 14:22:00,32,5,3964.88,4,4,5,13,VIP,792.976,333,0
13524,680.1800000000001,5,324,2011-10-30 12:34:00,2011-05-04 12:26:00,40,5,680.1800000000001,3,4,3,10,Loyal,136.036,179,0
13525,628.78,2,394,2011-11-25 12:01:00,2011-04-05 15:36:00,14,2,628.78,4,2,3,9,Potential Loyal,314.39,233,0
13527,2242.36,7,1683,2011-11-06 12:04:00,2011-01-17 11:17:00,33,7,2242.36,3,5,5,13,VIP,320.33714285714285,293,0
13529,307.76,2,74,2011-09-22 09:15:00,2011-05-19 11:50:00,78,2,307.76,2,2,2,6,At Risk,153.88,125,0
13531,483.8,2,174,2011-05-18 16:56:00,2010-12-08 15:03:00,204,2,483.8,1,2,2,5,At Risk,241.9,161,1
13532,210.31,1,129,2011-11-06 12:25:00,2011-11-06 12:25:00,33,1,210.31,3,1,1,5,At Risk,210.31,0,0
13533,269.09,3,202,2011-06-10 11:54:00,2011-03-17 12:47:00,182,3,269.09,1,3,2,6,At Risk,89.69666666666666,84,1
13534,5870.08,25,2961,2011-12-07 14:52:00,2010-12-16 15:23:00,1,25,5870.08,5,5,5,15,VIP,234.8032,355,0
13536,3444.39,7,2126,2011-12-08 16:38:00,2011-09-25 13:30:00,0,7,3444.39,5,5,5,15,VIP,492.05571428571426,74,0
13538,1280.85,7,175,2011-10-27 16:34:00,2011-01-28 10:40:00,42,7,1280.85,3,5,4,12,Loyal,182.97857142857143,272,0
13539,631.34,3,320,2011-09-15 10:18:00,2011-02-03 15:23:00,85,3,631.34,2,3,3,8,Potential Loyal,210.4466666666667,223,0
13544,276.06,2,112,2011-10-31 11:57:00,2011-04-13 12:09:00,39,2,276.06,3,2,2,7,Potential Loyal,138.03,200,0
13546,621.09,3,357,2011-11-27 14:50:00,2011-05-23 12:14:00,11,3,621.09,5,3,3,11,Loyal,207.03,188,0
13548,678.16,2,436,2011-09-04 14:50:00,2011-04-10 11:35:00,95,2,678.16,2,2,3,7,Potential Loyal,339.08,147,1
13549,918.2,7,458,2011-11-14 09:20:00,2011-04-11 13:42:00,25,7,918.2,4,5,3,12,Loyal,131.17142857142858,216,0
13551,91.80000000000001,1,12,2011-01-24 14:46:00,2011-01-24 14:46:00,318,1,91.80000000000001,1,1,1,3,Lost,91.80000000000001,0,1
13552,3740.07,12,1417,2011-10-04 15:19:00,2011-01-28 10:10:00,65,12,3740.07,3,5,5,13,VIP,311.6725,249,0
13555,4098.88,4,2636,2011-09-27 12:36:00,2011-05-22 11:06:00,73,4,4098.88,2,4,5,11,Loyal,1024.72,128,0
13557,584.06,2,546,2011-11-11 15:24:00,2011-03-04 12:14:00,27,2,584.06,4,2,3,9,Potential Loyal,292.03,252,0
13558,594.52,4,338,2011-12-04 11:24:00,2011-10-02 13:01:00,5,4,594.52,5,4,3,12,Loyal,148.63,62,0
13560,171.42000000000002,1,63,2011-12-02 13:11:00,2011-12-02 13:11:00,6,1,171.42000000000002,5,1,1,7,Potential Loyal,171.42000000000002,0,0
13561,141.85999999999999,1,83,2011-05-08 12:39:00,2011-05-08 12:39:00,215,1,141.85999999999999,1,1,1,3,Lost,141.85999999999999,0,1
13562,1799.33,3,757,2011-09-19 10:51:00,2011-04-08 12:42:00,81,3,1799.33,2,3,4,9,Potential Loyal,599.7766666666666,163,0
13563,777.53,2,209,2011-09-16 14:45:00,2011-07-22 17:21:00,83,2,777.53,2,2,3,7,Potential Loyal,388.765,55,0
13564,1724.67,3,636,2011-07-18 14:33:00,2010-12-06 17:26:00,143,3,1724.67,2,3,4,9,Potential Loyal,574.89,223,1
13565,240.22,2,172,2011-11-20 14:33:00,2011-01-09 14:28:00,18,2,240.22,4,2,1,7,Potential Loyal,120.11,315,0
13566,856.84,2,567,2011-10-30 11:59:00,2011-09-18 12:40:00,40,2,856.84,3,2,3,8,Potential Loyal,428.42,41,0
13568,187.05,1,66,2011-06-19 14:42:00,2011-06-19 14:42:00,172,1,187.05,2,1,1,4,Lost,187.05,0,1
13569,338.62,2,156,2011-11-22 13:07:00,2010-12-07 12:29:00,16,2,338.62,4,2,2,8,Potential Loyal,169.31,350,0
13570,239.49,1,161,2011-04-10 13:36:00,2011-04-10 13:36:00,242,1,239.49,1,1,1,3,Lost,239.49,0,1
13571,2088.94,12,1757,2011-11-27 10:47:00,2011-03-31 12:43:00,12,12,2088.94,5,5,5,15,VIP,174.07833333333335,240,0
13572,1384.25,1,534,2011-05-18 11:59:00,2011-05-18 11:59:00,205,1,1384.25,1,1,4,6,At Risk,1384.25,0,1
13573,290.25,2,302,2011-10-20 14:33:00,2011-03-31 14:47:00,49,2,290.25,3,2,2,7,Potential Loyal,145.125,202,0
13575,732.0699999999999,5,449,2011-11-16 13:14:00,2011-06-16 14:24:00,22,5,732.0699999999999,4,4,3,11,Loyal,146.414,152,0
13576,6717.34,18,2646,2011-11-29 15:34:00,2010-12-01 17:24:00,9,18,6717.34,5,5,5,15,VIP,373.18555555555554,362,0
13577,1687.6000000000001,4,791,2011-11-14 15:19:00,2011-04-12 10:33:00,24,4,1687.6000000000001,4,4,4,12,Loyal,421.90000000000003,216,0
13579,467.04,2,176,2011-11-25 08:41:00,2010-12-05 16:10:00,14,2,467.04,4,2,2,8,Potential Loyal,233.52,354,0
13581,118.0,1,30,2011-02-03 14:41:00,2011-02-03 14:41:00,308,1,118.0,1,1,1,3,Lost,118.0,0,1
13583,781.03,1,725,2011-07-07 10:40:00,2011-07-07 10:40:00,155,1,781.03,2,1,3,6,At Risk,781.03,0,1
